customer_id,region,gender,age,join_date,last_purchase,fav_category,recency_days,frequency,monetary_ghs,avg_order_value,cluster,segment
CUST000362,Western,M,42,2021-12-03,2024-12-09,Clothing,23,27,5349.1,198.11,2,Champions
CUST000378,Greater Accra,M,34,2021-09-21,2024-12-13,Food & Grocery,19,44,8380.64,190.47,2,Champions
CUST000390,Eastern,M,34,2022-09-27,2024-12-30,Electronics,2,24,6678.39,278.27,2,Champions
CUST000395,Ashanti,F,48,2022-07-08,2024-12-31,Stationery,1,37,10451.48,282.47,2,Champions
CUST000419,Western,M,37,2021-10-10,2024-12-17,Electronics,15,27,5939.62,219.99,2,Champions
CUST000423,Greater Accra,F,23,2023-04-03,2024-12-29,Home & Kitchen,3,47,9838.95,209.34,2,Champions
CUST000424,Ashanti,F,61,2021-06-22,2024-12-11,Home & Kitchen,21,27,8059.13,298.49,2,Champions
CUST000425,Greater Accra,F,57,2023-04-01,2024-12-15,Electronics,17,48,10250.29,213.55,2,Champions
CUST000430,Greater Accra,M,47,2021-02-28,2024-12-09,Food & Grocery,23,27,11189.1,414.41,2,Champions
CUST000441,Greater Accra,M,53,2022-12-13,2024-12-29,Health & Beauty,3,35,8081.83,230.91,2,Champions
CUST000445,Eastern,F,41,2020-09-29,2024-12-13,Health & Beauty,19,32,10222.92,319.47,2,Champions
CUST000469,Greater Accra,M,60,2022-05-30,2024-12-06,Stationery,26,28,9423.44,336.55,2,Champions
CUST000470,Volta,M,53,2021-09-03,2024-12-08,Clothing,24,28,8545.84,305.21,2,Champions
CUST000479,Volta,M,48,2022-08-18,2024-12-28,Food & Grocery,4,40,7379.87,184.5,2,Champions
CUST000482,Western,F,46,2023-10-18,2024-12-29,Health & Beauty,3,46,4456.21,96.87,2,Champions
CUST000485,Western,F,54,2023-03-20,2024-12-07,Clothing,25,38,8010.19,210.79,2,Champions
CUST000500,Volta,M,32,2020-04-27,2024-12-17,Home & Kitchen,15,38,8871.74,233.47,2,Champions
CUST000520,Greater Accra,M,62,2020-04-17,2024-12-10,Electronics,22,38,9449.18,248.66,2,Champions
CUST000527,Ashanti,F,26,2022-05-10,2024-12-17,Electronics,15,43,11695.65,271.99,2,Champions
CUST000537,Central,F,36,2022-11-07,2024-12-15,Electronics,17,32,9521.63,297.55,2,Champions
CUST000538,Greater Accra,M,22,2021-02-15,2024-12-18,Stationery,14,46,5200.28,113.05,2,Champions
CUST000542,Western,F,39,2023-02-16,2024-12-11,Food & Grocery,21,35,8551.0,244.31,2,Champions
CUST000551,Ashanti,F,57,2021-10-26,2024-12-18,Electronics,14,42,10774.73,256.54,2,Champions
CUST000554,Western,F,22,2020-04-16,2024-12-27,Health & Beauty,5,26,2891.85,111.22,2,Champions
CUST000560,Western,F,56,2023-02-04,2024-12-23,Food & Grocery,9,25,5672.07,226.88,2,Champions
CUST000567,Ashanti,F,40,2022-11-13,2024-12-06,Stationery,26,41,9309.8,227.07,2,Champions
CUST000573,Ashanti,F,35,2022-05-29,2024-12-11,Clothing,21,47,8029.64,170.84,2,Champions
CUST000576,Northern,F,41,2022-09-13,2024-12-03,Clothing,29,47,13124.59,279.25,2,Champions
CUST000596,Ashanti,M,63,2020-04-09,2024-12-21,Home & Kitchen,11,30,8796.57,293.22,2,Champions
CUST000631,Eastern,M,31,2023-09-25,2024-12-08,Home & Kitchen,24,43,4462.5,103.78,2,Champions
CUST000638,Greater Accra,M,62,2020-11-13,2024-12-26,Food & Grocery,6,28,5766.5,205.95,2,Champions
CUST000645,Greater Accra,F,55,2022-06-06,2024-12-17,Electronics,15,25,6928.7,277.15,2,Champions
CUST000647,Western,M,18,2020-02-11,2024-12-23,Stationery,9,28,9718.46,347.09,2,Champions
CUST000655,Ashanti,M,26,2021-09-13,2024-12-10,Food & Grocery,22,34,7765.46,228.4,2,Champions
CUST000661,Ashanti,F,42,2020-05-13,2024-12-20,Health & Beauty,12,37,9826.31,265.58,2,Champions
CUST000664,Greater Accra,F,39,2023-02-24,2024-12-25,Clothing,7,40,14490.32,362.26,2,Champions
CUST000684,Western,M,52,2020-06-08,2024-12-08,Electronics,24,45,5400.2,120.0,2,Champions
CUST000698,Western,M,57,2020-01-18,2024-12-12,Home & Kitchen,20,24,4890.9,203.79,2,Champions
CUST000742,Ashanti,F,43,2021-11-06,2024-12-08,Home & Kitchen,24,39,7560.16,193.85,2,Champions
CUST000745,Greater Accra,F,54,2022-12-11,2024-12-24,Stationery,8,29,7589.24,261.7,2,Champions
CUST000746,Central,F,29,2020-04-21,2024-12-17,Food & Grocery,15,43,12814.06,298.0,2,Champions
CUST000747,Ashanti,F,33,2023-09-13,2024-12-20,Stationery,12,43,6271.11,145.84,2,Champions
CUST000763,Greater Accra,M,44,2021-10-28,2024-12-21,Clothing,11,30,311.98,10.4,2,Champions
CUST000764,Eastern,M,33,2022-10-30,2024-12-11,Food & Grocery,21,36,10987.96,305.22,2,Champions
CUST000774,Ashanti,F,60,2022-04-26,2024-12-29,Health & Beauty,3,30,3823.52,127.45,2,Champions
CUST000782,Ashanti,F,25,2021-03-03,2024-12-27,Health & Beauty,5,41,10247.0,249.93,2,Champions
CUST000811,Volta,M,63,2023-01-10,2024-12-11,Clothing,21,37,9125.21,246.63,2,Champions
CUST000815,Central,F,28,2020-03-17,2024-12-06,Home & Kitchen,26,35,10118.1,289.09,2,Champions
CUST000839,Western,M,44,2022-05-30,2024-12-18,Health & Beauty,14,34,6779.69,199.4,2,Champions
CUST000863,Ashanti,F,53,2022-12-17,2024-12-03,Food & Grocery,29,41,8670.25,211.47,2,Champions
CUST000865,Ashanti,M,49,2021-06-06,2024-12-19,Home & Kitchen,13,28,8091.71,288.99,2,Champions
CUST000867,Greater Accra,M,61,2020-05-27,2024-12-05,Clothing,27,44,4129.58,93.85,2,Champions
CUST000870,Northern,F,49,2022-02-06,2024-12-19,Home & Kitchen,13,44,8709.79,197.95,2,Champions
CUST000878,Western,M,29,2023-02-11,2024-12-13,Clothing,19,32,7104.3,222.01,2,Champions
CUST000893,Central,F,34,2020-01-12,2024-12-19,Stationery,13,23,7236.45,314.63,2,Champions
CUST000902,Greater Accra,M,30,2022-02-20,2024-12-12,Home & Kitchen,20,31,14548.98,469.32,2,Champions
CUST000903,Greater Accra,F,34,2022-03-24,2024-12-15,Health & Beauty,17,28,6574.43,234.8,2,Champions
CUST000918,Northern,M,52,2022-12-03,2024-12-04,Health & Beauty,28,31,6242.69,201.38,2,Champions
CUST000931,Greater Accra,F,20,2023-08-27,2024-12-14,Health & Beauty,18,30,6657.87,221.93,2,Champions
CUST000933,Volta,M,41,2023-08-04,2024-12-29,Home & Kitchen,3,26,7575.89,291.38,2,Champions
CUST000934,Ashanti,F,50,2021-09-23,2024-12-22,Stationery,10,37,11066.15,299.09,2,Champions
CUST000939,Greater Accra,M,20,2022-02-14,2024-12-25,Food & Grocery,7,46,7631.17,165.9,2,Champions
CUST000948,Northern,M,56,2021-03-26,2024-12-14,Food & Grocery,18,47,4813.39,102.41,2,Champions
CUST000986,Ashanti,M,29,2020-07-31,2024-12-29,Electronics,3,32,7291.1,227.85,2,Champions
CUST000991,Eastern,F,42,2021-12-07,2024-12-31,Health & Beauty,1,47,8895.57,189.27,2,Champions
CUST000996,Greater Accra,M,49,2022-03-28,2024-12-29,Electronics,3,48,4517.96,94.12,2,Champions
CUST001005,Eastern,M,24,2022-04-06,2024-12-16,Food & Grocery,16,28,6598.19,235.65,2,Champions
CUST001013,Northern,M,41,2023-01-05,2024-12-04,Home & Kitchen,28,45,5618.9,124.86,2,Champions
CUST001014,Greater Accra,M,44,2020-01-30,2024-12-10,Home & Kitchen,22,29,9731.91,335.58,2,Champions
CUST001023,Northern,F,40,2023-10-08,2024-12-09,Health & Beauty,23,41,2887.97,70.44,2,Champions
CUST001026,Ashanti,F,34,2022-03-28,2024-12-24,Health & Beauty,8,23,12375.25,538.05,2,Champions
CUST001032,Western,M,50,2022-08-13,2024-12-09,Health & Beauty,23,39,9052.17,232.11,2,Champions
CUST001045,Central,F,48,2021-06-22,2024-12-24,Electronics,8,31,5778.65,186.41,2,Champions
CUST001051,Central,F,61,2023-04-09,2024-12-12,Electronics,20,33,8315.65,251.99,2,Champions
CUST001060,Western,M,22,2021-09-02,2024-12-22,Electronics,10,30,10183.62,339.45,2,Champions
CUST001063,Eastern,F,60,2020-11-10,2024-12-12,Home & Kitchen,20,23,5035.33,218.93,2,Champions
CUST001083,Ashanti,M,34,2022-03-22,2024-12-03,Clothing,29,40,6969.49,174.24,2,Champions
CUST001087,Western,M,31,2022-05-28,2024-12-05,Stationery,27,29,10829.95,373.45,2,Champions
CUST001090,Greater Accra,M,18,2022-07-26,2024-12-28,Stationery,4,46,8196.53,178.19,2,Champions
CUST001097,Greater Accra,F,41,2022-07-27,2024-12-08,Stationery,24,24,3657.3,152.39,2,Champions
CUST001102,Volta,M,55,2021-08-19,2024-12-11,Stationery,21,24,8835.01,368.13,2,Champions
CUST001104,Northern,M,59,2021-12-27,2024-12-28,Food & Grocery,4,37,5714.89,154.46,2,Champions
CUST001109,Western,M,47,2022-08-03,2024-12-19,Food & Grocery,13,30,11118.61,370.62,2,Champions
CUST001127,Greater Accra,F,51,2021-03-01,2024-12-26,Health & Beauty,6,30,8162.77,272.09,2,Champions
CUST001128,Ashanti,M,25,2021-04-08,2024-12-05,Food & Grocery,27,39,5617.12,144.03,2,Champions
CUST001130,Greater Accra,F,33,2020-01-08,2024-12-06,Health & Beauty,26,48,9517.3,198.28,2,Champions
CUST001196,Central,M,22,2020-09-17,2024-12-08,Stationery,24,25,10362.66,414.51,2,Champions
CUST001199,Eastern,M,40,2020-06-29,2024-12-25,Health & Beauty,7,35,7231.16,206.6,2,Champions
CUST001232,Greater Accra,M,35,2020-11-14,2024-12-04,Health & Beauty,28,25,5380.58,215.22,2,Champions
CUST001283,Western,M,35,2021-04-02,2024-12-24,Health & Beauty,8,33,5507.97,166.91,2,Champions
CUST001288,Ashanti,F,56,2022-06-14,2024-12-23,Health & Beauty,9,48,7283.02,151.73,2,Champions
CUST001293,Western,F,21,2020-12-28,2024-12-24,Home & Kitchen,8,28,8483.82,302.99,2,Champions
CUST001294,Western,M,48,2021-06-12,2024-12-15,Home & Kitchen,17,39,11348.95,291.0,2,Champions
CUST001321,Greater Accra,M,28,2020-06-13,2024-12-06,Food & Grocery,26,36,7378.56,204.96,2,Champions
CUST001339,Greater Accra,M,53,2020-07-29,2024-12-20,Stationery,12,36,8465.72,235.16,2,Champions
CUST001374,Ashanti,M,52,2021-07-28,2024-12-05,Clothing,27,34,7208.2,212.01,2,Champions
CUST001379,Ashanti,F,59,2020-08-17,2024-12-25,Electronics,7,28,7525.6,268.77,2,Champions
CUST001386,Ashanti,M,62,2021-06-27,2024-12-28,Food & Grocery,4,39,7043.76,180.61,2,Champions
CUST001387,Eastern,M,45,2022-11-02,2024-12-29,Food & Grocery,3,23,9335.47,405.89,2,Champions
CUST001397,Ashanti,F,24,2021-05-19,2024-12-11,Electronics,21,39,5994.41,153.7,2,Champions
CUST001415,Ashanti,F,57,2022-04-20,2024-12-09,Stationery,23,30,1675.02,55.83,2,Champions
CUST001417,Greater Accra,F,58,2022-08-24,2024-12-14,Electronics,18,35,9698.16,277.09,2,Champions
CUST001419,Ashanti,F,64,2022-03-24,2024-12-25,Stationery,7,27,9589.02,355.15,2,Champions
CUST001420,Northern,F,46,2023-02-06,2024-12-15,Stationery,17,44,5389.45,122.49,2,Champions
CUST001422,Ashanti,M,58,2022-10-09,2024-12-24,Clothing,8,43,10074.54,234.29,2,Champions
CUST001426,Volta,M,64,2021-04-10,2024-12-14,Stationery,18,39,4230.1,108.46,2,Champions
CUST001441,Volta,M,25,2020-01-24,2024-12-16,Food & Grocery,16,49,4831.49,98.6,2,Champions
CUST001442,Greater Accra,F,46,2023-10-01,2024-12-15,Clothing,17,24,3577.13,149.05,2,Champions
CUST001465,Volta,M,32,2022-10-18,2024-12-30,Health & Beauty,2,38,13673.93,359.84,2,Champions
CUST001487,Ashanti,F,53,2023-07-20,2024-12-18,Food & Grocery,14,38,9412.31,247.69,2,Champions
CUST001497,Western,M,48,2021-10-29,2024-12-20,Electronics,12,25,11887.39,475.5,2,Champions
CUST001513,Northern,M,57,2020-06-10,2024-12-23,Home & Kitchen,9,47,9562.89,203.47,2,Champions
CUST001520,Northern,M,55,2023-03-30,2024-12-20,Electronics,12,47,12645.74,269.06,2,Champions
CUST001526,Greater Accra,M,32,2021-05-06,2024-12-08,Stationery,24,39,8691.16,222.85,2,Champions
CUST001531,Ashanti,F,42,2020-02-26,2024-12-16,Electronics,16,23,6402.52,278.37,2,Champions
CUST001533,Eastern,M,39,2023-09-10,2024-12-14,Stationery,18,27,9133.23,338.27,2,Champions
CUST001585,Volta,M,30,2020-01-18,2024-12-12,Clothing,20,29,9539.89,328.96,2,Champions
CUST001586,Greater Accra,F,25,2021-02-20,2024-12-23,Home & Kitchen,9,41,11680.74,284.9,2,Champions
CUST001588,Ashanti,M,27,2020-06-22,2024-12-19,Stationery,13,43,10726.94,249.46,2,Champions
CUST001599,Greater Accra,M,54,2023-12-06,2024-12-20,Home & Kitchen,12,38,9190.83,241.86,2,Champions
CUST001601,Greater Accra,F,34,2022-07-28,2024-12-08,Health & Beauty,24,26,8642.52,332.4,2,Champions
CUST001612,Western,F,57,2021-07-28,2024-12-20,Stationery,12,42,6230.99,148.36,2,Champions
CUST001620,Eastern,F,46,2021-05-11,2024-12-17,Health & Beauty,15,34,5656.45,166.37,2,Champions
CUST001628,Ashanti,F,22,2020-06-17,2024-12-17,Stationery,15,24,8580.25,357.51,2,Champions
CUST001629,Greater Accra,M,33,2020-02-02,2024-12-21,Electronics,11,31,11693.17,377.2,2,Champions
CUST001656,Northern,M,32,2021-02-14,2024-12-10,Electronics,22,43,3977.32,92.5,2,Champions
CUST001666,Central,M,41,2021-10-16,2024-12-06,Food & Grocery,26,34,6392.86,188.03,2,Champions
CUST001675,Eastern,F,18,2023-01-20,2024-12-04,Clothing,28,30,7247.29,241.58,2,Champions
CUST001680,Western,M,56,2023-06-02,2024-12-20,Home & Kitchen,12,39,6952.62,178.27,2,Champions
CUST001682,Volta,M,21,2022-10-03,2024-12-04,Electronics,28,28,8152.86,291.17,2,Champions
CUST001686,Central,F,28,2021-10-15,2024-12-25,Home & Kitchen,7,24,8182.48,340.94,2,Champions
CUST001687,Northern,M,20,2023-03-08,2024-12-20,Home & Kitchen,12,24,9248.11,385.34,2,Champions
CUST001748,Greater Accra,F,33,2023-04-11,2024-12-29,Home & Kitchen,3,23,7473.82,324.95,2,Champions
CUST001759,Greater Accra,F,48,2020-12-08,2024-12-08,Clothing,24,26,4979.8,191.53,2,Champions
CUST001762,Central,M,45,2023-01-25,2024-12-03,Stationery,29,29,10993.81,379.1,2,Champions
CUST001767,Eastern,F,63,2022-04-16,2024-12-15,Health & Beauty,17,25,10777.45,431.1,2,Champions
CUST001772,Eastern,F,32,2023-05-31,2024-12-19,Stationery,13,48,11857.96,247.04,2,Champions
CUST001777,Western,M,22,2021-02-28,2024-12-23,Food & Grocery,9,48,6429.3,133.94,2,Champions
CUST001809,Greater Accra,M,50,2021-06-22,2024-12-22,Electronics,10,46,9254.83,201.19,2,Champions
CUST001810,Greater Accra,M,64,2023-07-11,2024-12-22,Health & Beauty,10,35,7043.95,201.26,2,Champions
CUST001818,Eastern,M,21,2021-04-03,2024-12-05,Food & Grocery,27,49,3702.65,75.56,2,Champions
CUST001831,Volta,M,63,2022-12-28,2024-12-15,Food & Grocery,17,41,7098.77,173.14,2,Champions
CUST001851,Greater Accra,M,18,2022-11-11,2024-12-29,Electronics,3,27,14111.87,522.66,2,Champions
CUST001853,Central,F,61,2023-10-19,2024-12-21,Clothing,11,34,7519.2,221.15,2,Champions
CUST001861,Eastern,F,54,2021-01-14,2024-12-21,Food & Grocery,11,25,7168.9,286.76,2,Champions
CUST001876,Ashanti,F,46,2021-09-21,2024-12-28,Electronics,4,40,7911.55,197.79,2,Champions
CUST001878,Ashanti,F,47,2021-02-26,2024-12-22,Stationery,10,36,7547.54,209.65,2,Champions
CUST001901,Western,M,56,2022-11-03,2024-12-30,Clothing,2,36,3782.79,105.08,2,Champions
CUST001902,Greater Accra,F,25,2021-01-19,2024-12-03,Health & Beauty,29,48,9027.89,188.08,2,Champions
CUST001903,Eastern,M,45,2022-09-18,2024-12-11,Stationery,21,48,11174.39,232.8,2,Champions
CUST001904,Greater Accra,F,35,2020-10-03,2024-12-28,Health & Beauty,4,24,9300.0,387.5,2,Champions
CUST001908,Ashanti,F,61,2021-05-15,2024-12-13,Home & Kitchen,19,45,7332.26,162.94,2,Champions
CUST001916,Eastern,M,51,2021-05-08,2024-12-09,Food & Grocery,23,29,8045.32,277.42,2,Champions
CUST001917,Central,F,62,2023-11-04,2024-12-06,Stationery,26,31,5049.74,162.89,2,Champions
CUST001930,Greater Accra,M,20,2023-11-25,2024-12-05,Food & Grocery,27,48,5570.51,116.05,2,Champions
CUST001939,Ashanti,F,27,2021-12-05,2024-12-03,Electronics,29,32,10147.19,317.1,2,Champions
CUST001944,Eastern,F,54,2023-06-10,2024-12-30,Electronics,2,37,6619.7,178.91,2,Champions
CUST001950,Ashanti,M,48,2022-07-21,2024-12-23,Electronics,9,32,160.51,5.02,2,Champions
CUST001991,Eastern,M,49,2020-11-04,2024-12-14,Home & Kitchen,18,33,9578.9,290.27,2,Champions
CUST001997,Northern,F,50,2022-10-31,2024-12-27,Home & Kitchen,5,31,7380.65,238.09,2,Champions
CUST002009,Greater Accra,F,63,2021-12-16,2024-12-15,Electronics,17,46,11194.62,243.36,2,Champions
CUST002015,Ashanti,F,44,2021-07-22,2024-12-21,Electronics,11,27,9588.86,355.14,2,Champions
CUST002022,Western,F,43,2023-04-10,2024-12-27,Stationery,5,26,7978.62,306.87,2,Champions
CUST002023,Northern,F,59,2020-10-11,2024-12-16,Stationery,16,27,3808.19,141.04,2,Champions
CUST002027,Eastern,M,63,2021-05-23,2024-12-25,Home & Kitchen,7,33,6042.1,183.09,2,Champions
CUST002039,Greater Accra,M,25,2023-10-25,2024-12-13,Home & Kitchen,19,37,4159.05,112.41,2,Champions
CUST002045,Central,F,35,2023-02-24,2024-12-30,Health & Beauty,2,47,5440.5,115.76,2,Champions
CUST002077,Greater Accra,F,57,2023-05-31,2024-12-26,Clothing,6,26,11390.82,438.11,2,Champions
CUST002098,Western,M,25,2023-03-02,2024-12-14,Food & Grocery,18,23,11056.87,480.73,2,Champions
CUST002106,Ashanti,M,29,2020-09-17,2024-12-20,Food & Grocery,12,29,4888.1,168.56,2,Champions
CUST002119,Greater Accra,F,38,2021-09-30,2024-12-31,Food & Grocery,1,37,6360.41,171.9,2,Champions
CUST002123,Volta,F,35,2021-12-31,2024-12-16,Electronics,16,25,7826.59,313.06,2,Champions
CUST002141,Eastern,F,27,2021-08-08,2024-12-24,Stationery,8,47,5466.59,116.31,2,Champions
CUST002144,Ashanti,M,55,2020-05-03,2024-12-22,Health & Beauty,10,43,6842.91,159.14,2,Champions
CUST002146,Central,M,43,2023-06-07,2024-12-05,Health & Beauty,27,27,8077.11,299.15,2,Champions
CUST002148,Ashanti,M,35,2021-03-18,2024-12-15,Home & Kitchen,17,25,2283.85,91.35,2,Champions
CUST002149,Ashanti,M,23,2022-05-25,2024-12-03,Food & Grocery,29,34,11119.76,327.05,2,Champions
CUST002161,Western,M,59,2022-01-11,2024-12-29,Electronics,3,25,2783.31,111.33,2,Champions
CUST002162,Western,M,36,2021-08-09,2024-12-21,Clothing,11,40,5777.73,144.44,2,Champions
CUST002166,Volta,F,35,2021-04-24,2024-12-31,Clothing,1,31,9593.43,309.47,2,Champions
CUST002223,Greater Accra,M,23,2020-03-04,2024-12-13,Stationery,19,35,10679.68,305.13,2,Champions
CUST002251,Greater Accra,M,61,2023-10-01,2024-12-23,Health & Beauty,9,45,11308.82,251.31,2,Champions
CUST002256,Western,F,36,2023-09-19,2024-12-05,Food & Grocery,27,24,5271.8,219.66,2,Champions
CUST002268,Eastern,F,25,2023-05-27,2024-12-28,Food & Grocery,4,27,6073.52,224.95,2,Champions
CUST002280,Greater Accra,M,44,2022-06-15,2024-12-06,Health & Beauty,26,46,9018.43,196.05,2,Champions
CUST002283,Ashanti,F,56,2023-02-04,2024-12-08,Food & Grocery,24,45,15465.3,343.67,2,Champions
CUST002285,Greater Accra,F,32,2021-04-29,2024-12-09,Stationery,23,35,5434.45,155.27,2,Champions
CUST002291,Western,M,28,2021-04-03,2024-12-20,Home & Kitchen,12,42,11027.58,262.56,2,Champions
CUST002334,Western,F,52,2023-09-01,2024-12-03,Food & Grocery,29,34,4611.02,135.62,2,Champions
CUST002381,Central,F,48,2022-11-25,2024-12-30,Clothing,2,41,12899.7,314.63,2,Champions
CUST002385,Ashanti,F,57,2023-05-14,2024-12-14,Stationery,18,44,7262.78,165.06,2,Champions
CUST002387,Ashanti,F,60,2021-04-10,2024-12-18,Electronics,14,23,8420.15,366.09,2,Champions
CUST002397,Greater Accra,M,18,2020-05-06,2024-12-07,Electronics,25,24,14083.41,586.81,2,Champions
CUST002420,Ashanti,F,40,2021-10-08,2024-12-08,Health & Beauty,24,40,13892.51,347.31,2,Champions
CUST002425,Greater Accra,M,49,2023-03-16,2024-12-29,Home & Kitchen,3,35,6146.31,175.61,2,Champions
CUST002428,Northern,M,33,2020-10-07,2024-12-11,Home & Kitchen,21,45,1794.0,39.87,2,Champions
CUST002429,Ashanti,M,28,2023-03-21,2024-12-05,Health & Beauty,27,38,7711.57,202.94,2,Champions
CUST002458,Western,F,42,2023-09-12,2024-12-09,Stationery,23,48,7465.36,155.53,2,Champions
CUST002471,Greater Accra,M,44,2020-11-10,2024-12-16,Food & Grocery,16,32,2554.96,79.84,2,Champions
CUST002477,Greater Accra,F,50,2021-02-12,2024-12-22,Electronics,10,24,10471.46,436.31,2,Champions
CUST002482,Central,M,37,2020-05-21,2024-12-24,Health & Beauty,8,34,7156.04,210.47,2,Champions
CUST002483,Northern,M,22,2023-02-05,2024-12-22,Clothing,10,23,4703.81,204.51,2,Champions
CUST002485,Ashanti,M,24,2023-03-04,2024-12-15,Food & Grocery,17,26,5048.9,194.19,2,Champions
CUST002496,Ashanti,M,24,2020-01-16,2024-12-27,Electronics,5,41,9877.95,240.93,2,Champions
CUST002501,Central,F,19,2021-01-21,2024-12-18,Health & Beauty,14,41,12105.09,295.25,2,Champions
CUST002529,Greater Accra,F,52,2023-01-10,2024-12-09,Food & Grocery,23,38,7370.9,193.97,2,Champions
CUST002552,Greater Accra,F,55,2023-10-27,2024-12-15,Health & Beauty,17,49,5843.06,119.25,2,Champions
CUST002569,Eastern,M,24,2023-12-14,2024-12-04,Electronics,28,29,11275.82,388.82,2,Champions
CUST002578,Western,F,59,2022-12-05,2024-12-19,Home & Kitchen,13,28,9192.9,328.32,2,Champions
CUST002622,Central,M,51,2022-07-07,2024-12-14,Electronics,18,48,7720.27,160.84,2,Champions
CUST002631,Western,M,29,2021-11-11,2024-12-03,Home & Kitchen,29,48,8712.85,181.52,2,Champions
CUST002635,Eastern,M,34,2023-08-01,2024-12-10,Clothing,22,30,11764.75,392.16,2,Champions
CUST002639,Northern,M,22,2020-08-01,2024-12-12,Health & Beauty,20,23,6072.91,264.04,2,Champions
CUST002651,Greater Accra,F,28,2022-06-21,2024-12-24,Stationery,8,26,6456.64,248.33,2,Champions
CUST002654,Greater Accra,M,34,2022-08-19,2024-12-11,Home & Kitchen,21,33,6685.81,202.6,2,Champions
CUST002659,Greater Accra,F,20,2022-10-27,2024-12-12,Electronics,20,30,5951.53,198.38,2,Champions
