customer_id,region,gender,age,join_date,last_purchase,fav_category,recency_days,frequency,monetary_ghs,avg_order_value,cluster,segment
CUST000121,Eastern,M,45,2020-03-20,2024-09-17,Clothing,106,2,1450.38,725.19,0,At Risk
CUST000122,Central,F,37,2022-06-16,2024-07-01,Health & Beauty,184,1,2581.23,2581.23,0,At Risk
CUST000135,Northern,M,37,2022-10-15,2024-04-21,Clothing,255,4,1849.96,462.49,0,At Risk
CUST000136,Ashanti,F,36,2020-04-06,2024-03-24,Home & Kitchen,283,2,263.96,131.98,0,At Risk
CUST000140,Volta,M,41,2022-02-22,2024-05-09,Home & Kitchen,237,3,2198.99,733.0,0,At Risk
CUST000147,Western,F,36,2022-09-10,2024-09-02,Electronics,121,1,1692.32,1692.32,0,At Risk
CUST000148,Ashanti,F,40,2022-10-26,2024-07-12,Food & Grocery,173,1,748.07,748.07,0,At Risk
CUST000149,Greater Accra,F,59,2022-05-27,2023-12-17,Clothing,381,2,651.34,325.67,0,At Risk
CUST000154,Ashanti,F,54,2023-10-04,2024-05-06,Food & Grocery,240,3,1350.33,450.11,0,At Risk
CUST000155,Volta,F,52,2021-01-07,2024-03-31,Stationery,276,2,234.56,117.28,0,At Risk
CUST000170,Western,F,18,2020-01-17,2024-06-28,Health & Beauty,187,2,1567.82,783.91,0,At Risk
CUST000175,Western,M,49,2022-10-10,2024-04-10,Clothing,266,3,845.17,281.72,0,At Risk
CUST000180,Greater Accra,M,35,2022-09-01,2024-08-11,Stationery,143,3,1810.57,603.52,0,At Risk
CUST000183,Northern,F,30,2021-01-31,2024-07-13,Electronics,172,3,421.43,140.48,0,At Risk
CUST000189,Ashanti,M,39,2023-06-13,2024-05-03,Clothing,243,4,841.45,210.36,0,At Risk
CUST000190,Greater Accra,F,35,2020-10-18,2024-11-06,Electronics,56,8,1233.4,154.18,0,At Risk
CUST000195,Ashanti,M,37,2023-01-23,2024-09-04,Clothing,119,1,856.11,856.11,0,At Risk
CUST000197,Eastern,F,46,2022-11-28,2024-01-26,Home & Kitchen,341,2,639.39,319.7,0,At Risk
CUST000200,Eastern,F,37,2022-11-23,2024-10-11,Home & Kitchen,82,5,1560.32,312.06,0,At Risk
CUST000221,Western,M,55,2021-11-01,2024-03-31,Health & Beauty,276,2,757.3,378.65,0,At Risk
CUST000224,Ashanti,F,33,2022-04-21,2024-09-13,Health & Beauty,110,4,1429.24,357.31,0,At Risk
CUST000240,Greater Accra,M,25,2020-01-25,2024-06-26,Clothing,189,1,2477.64,2477.64,0,At Risk
CUST000245,Greater Accra,M,28,2021-04-06,2024-04-12,Electronics,264,4,178.09,44.52,0,At Risk
CUST000246,Northern,M,23,2022-02-14,2024-06-12,Electronics,203,4,289.9,72.47,0,At Risk
CUST000254,Ashanti,F,48,2021-02-08,2024-05-01,Health & Beauty,245,1,1324.8,1324.8,0,At Risk
CUST000255,Greater Accra,M,20,2020-08-22,2024-09-04,Food & Grocery,119,2,819.91,409.96,0,At Risk
CUST000256,Western,M,20,2021-09-28,2024-02-29,Food & Grocery,307,1,321.16,321.16,0,At Risk
CUST000267,Western,F,21,2020-05-19,2024-12-01,Food & Grocery,31,8,561.63,70.2,0,At Risk
CUST000269,Ashanti,M,30,2023-03-20,2024-07-03,Electronics,182,4,821.2,205.3,0,At Risk
CUST000274,Northern,M,53,2020-08-23,2024-07-10,Food & Grocery,175,3,461.9,153.97,0,At Risk
CUST000275,Ashanti,F,42,2021-01-30,2024-07-10,Clothing,175,2,1147.74,573.87,0,At Risk
CUST000276,Ashanti,F,57,2022-04-09,2024-05-26,Electronics,220,4,699.61,174.9,0,At Risk
CUST000277,Eastern,F,47,2022-12-17,2024-09-04,Health & Beauty,119,4,1530.19,382.55,0,At Risk
CUST000282,Ashanti,F,25,2021-09-04,2024-07-17,Clothing,168,3,532.73,177.58,0,At Risk
CUST000284,Greater Accra,M,24,2023-12-17,2024-04-24,Food & Grocery,252,1,1204.12,1204.12,0,At Risk
CUST000287,Ashanti,F,24,2023-06-25,2024-03-12,Health & Beauty,295,2,586.24,293.12,0,At Risk
CUST000289,Greater Accra,M,19,2021-10-07,2024-04-15,Clothing,261,4,1730.06,432.52,0,At Risk
CUST000291,Greater Accra,F,19,2023-08-17,2024-04-12,Electronics,264,3,2710.91,903.64,0,At Risk
CUST000292,Greater Accra,M,46,2023-01-05,2024-04-06,Stationery,270,2,477.82,238.91,0,At Risk
CUST000294,Ashanti,F,57,2020-09-12,2024-07-05,Stationery,180,4,1528.04,382.01,0,At Risk
CUST000299,Western,F,25,2023-03-25,2024-06-13,Health & Beauty,202,2,1254.75,627.38,0,At Risk
CUST000319,Greater Accra,M,34,2020-02-06,2024-08-14,Health & Beauty,140,4,1292.67,323.17,0,At Risk
CUST000320,Greater Accra,M,56,2022-04-25,2024-09-25,Home & Kitchen,98,1,1521.36,1521.36,0,At Risk
CUST000322,Eastern,M,40,2022-06-27,2024-03-31,Clothing,276,2,337.49,168.74,0,At Risk
CUST000326,Eastern,M,48,2022-11-28,2024-06-20,Home & Kitchen,195,2,181.44,90.72,0,At Risk
CUST000328,Western,M,43,2022-09-11,2024-01-23,Home & Kitchen,344,1,584.7,584.7,0,At Risk
CUST000329,Ashanti,F,18,2021-02-22,2024-06-18,Health & Beauty,197,3,439.39,146.46,0,At Risk
CUST000331,Ashanti,F,47,2021-10-21,2023-11-23,Stationery,405,1,863.51,863.51,0,At Risk
CUST000332,Eastern,F,39,2020-12-16,2024-01-13,Stationery,354,1,743.82,743.82,0,At Risk
CUST000339,Ashanti,M,29,2023-11-02,2023-12-18,Electronics,380,2,799.4,399.7,0,At Risk
CUST000342,Ashanti,F,18,2021-07-17,2024-04-11,Electronics,265,4,2270.93,567.73,0,At Risk
CUST000344,Ashanti,M,35,2021-04-26,2024-07-31,Clothing,154,2,246.94,123.47,0,At Risk
CUST000355,Greater Accra,F,62,2022-09-11,2024-07-26,Stationery,159,4,782.77,195.69,0,At Risk
CUST000357,Greater Accra,M,35,2021-01-03,2024-04-13,Stationery,263,1,1255.38,1255.38,0,At Risk
CUST000358,Western,F,22,2021-11-15,2024-02-06,Electronics,330,2,472.83,236.42,0,At Risk
CUST000360,Western,F,63,2022-01-11,2024-06-15,Food & Grocery,200,4,189.47,47.37,0,At Risk
CUST000372,Greater Accra,M,49,2022-08-20,2024-09-10,Electronics,113,4,733.87,183.47,0,At Risk
CUST000375,Greater Accra,F,25,2021-09-07,2024-07-14,Electronics,171,1,2028.28,2028.28,0,At Risk
CUST000376,Ashanti,F,38,2021-11-28,2024-10-01,Health & Beauty,92,3,938.93,312.98,0,At Risk
CUST000377,Central,M,59,2020-08-05,2024-06-19,Clothing,196,2,1346.27,673.14,0,At Risk
CUST000381,Greater Accra,M,19,2021-11-06,2024-03-27,Food & Grocery,280,1,444.66,444.66,0,At Risk
CUST000384,Central,M,39,2020-06-07,2024-07-16,Clothing,169,4,159.68,39.92,0,At Risk
CUST000388,Greater Accra,M,50,2023-08-03,2024-11-17,Electronics,45,10,209.11,20.91,0,At Risk
CUST000389,Eastern,F,46,2022-01-20,2024-02-01,Food & Grocery,335,1,510.54,510.54,0,At Risk
CUST000392,Ashanti,F,62,2023-10-16,2024-04-22,Food & Grocery,254,4,1980.6,495.15,0,At Risk
CUST000397,Central,M,59,2021-09-16,2024-06-03,Clothing,212,1,1735.26,1735.26,0,At Risk
CUST000402,Northern,F,23,2020-03-18,2024-08-29,Stationery,125,3,404.03,134.68,0,At Risk
CUST000408,Greater Accra,M,31,2023-02-23,2024-08-27,Health & Beauty,127,2,2096.91,1048.46,0,At Risk
CUST000409,Northern,F,61,2020-08-29,2024-10-03,Clothing,90,4,1542.79,385.7,0,At Risk
CUST000418,Ashanti,F,60,2022-08-02,2024-03-19,Food & Grocery,288,2,347.27,173.64,0,At Risk
CUST000427,Ashanti,M,22,2023-01-06,2024-06-10,Health & Beauty,205,2,1973.33,986.66,0,At Risk
CUST000436,Eastern,M,52,2023-01-11,2024-02-03,Electronics,333,1,718.89,718.89,0,At Risk
CUST000437,Greater Accra,M,47,2022-06-27,2024-08-31,Health & Beauty,123,3,1931.6,643.87,0,At Risk
CUST000438,Central,F,18,2023-10-26,2024-09-21,Clothing,102,1,1642.34,1642.34,0,At Risk
CUST000439,Eastern,M,22,2021-05-15,2024-02-28,Clothing,308,2,544.35,272.18,0,At Risk
CUST000442,Volta,F,32,2023-07-03,2024-06-23,Food & Grocery,192,3,468.06,156.02,0,At Risk
CUST000448,Eastern,F,64,2023-08-21,2024-09-06,Health & Beauty,117,4,1808.54,452.14,0,At Risk
CUST000450,Greater Accra,F,63,2021-07-27,2024-04-10,Clothing,266,1,1837.88,1837.88,0,At Risk
CUST000453,Ashanti,M,43,2021-01-08,2024-10-26,Clothing,67,9,901.29,100.14,0,At Risk
CUST000461,Greater Accra,M,19,2021-08-04,2024-01-21,Food & Grocery,346,1,508.02,508.02,0,At Risk
CUST000471,Greater Accra,F,63,2020-02-24,2024-06-10,Electronics,205,3,1895.54,631.85,0,At Risk
CUST000474,Central,F,53,2022-09-06,2024-05-13,Electronics,233,3,1485.69,495.23,0,At Risk
CUST000475,Ashanti,M,30,2021-02-28,2024-08-07,Food & Grocery,147,3,1411.62,470.54,0,At Risk
CUST000476,Volta,F,25,2023-09-27,2024-05-28,Health & Beauty,218,2,2025.24,1012.62,0,At Risk
CUST000478,Western,F,41,2021-05-20,2024-05-20,Home & Kitchen,226,4,2472.66,618.16,0,At Risk
CUST000487,Greater Accra,M,43,2022-02-10,2024-05-22,Home & Kitchen,224,1,766.04,766.04,0,At Risk
CUST000489,Northern,F,51,2023-09-02,2024-05-21,Food & Grocery,225,4,1910.7,477.68,0,At Risk
CUST000494,Greater Accra,M,45,2020-12-13,2024-10-10,Food & Grocery,83,13,778.8,59.91,0,At Risk
CUST000496,Ashanti,M,25,2022-03-16,2024-07-21,Home & Kitchen,164,2,644.48,322.24,0,At Risk
CUST000501,Western,F,61,2020-11-05,2024-09-05,Home & Kitchen,118,1,1790.27,1790.27,0,At Risk
CUST000504,Eastern,F,49,2023-07-03,2024-07-27,Home & Kitchen,158,1,1877.26,1877.26,0,At Risk
CUST000506,Greater Accra,M,31,2023-10-08,2024-05-19,Electronics,227,1,220.45,220.45,0,At Risk
CUST000513,Northern,M,25,2020-04-13,2024-10-03,Home & Kitchen,90,4,922.73,230.68,0,At Risk
CUST000517,Ashanti,M,30,2020-08-15,2024-07-25,Electronics,160,3,1526.85,508.95,0,At Risk
CUST000518,Eastern,M,20,2023-12-25,2024-02-06,Food & Grocery,330,2,377.52,188.76,0,At Risk
CUST000519,Volta,F,19,2022-08-07,2024-08-28,Health & Beauty,126,1,719.28,719.28,0,At Risk
CUST000524,Central,M,51,2022-04-30,2024-06-22,Food & Grocery,193,3,723.11,241.04,0,At Risk
CUST000541,Northern,F,31,2022-04-17,2024-09-20,Health & Beauty,103,4,1531.54,382.88,0,At Risk
CUST000543,Greater Accra,M,39,2021-10-19,2024-07-06,Health & Beauty,179,4,2307.96,576.99,0,At Risk
CUST000545,Western,M,33,2021-06-29,2024-01-23,Electronics,344,1,529.55,529.55,0,At Risk
CUST000549,Ashanti,F,29,2021-08-05,2024-04-26,Stationery,250,4,648.65,162.16,0,At Risk
CUST000552,Central,M,29,2023-06-23,2024-06-29,Clothing,186,4,1127.41,281.85,0,At Risk
CUST000563,Greater Accra,M,42,2020-05-29,2024-11-01,Stationery,61,9,529.87,58.87,0,At Risk
CUST000564,Greater Accra,F,52,2020-02-17,2024-04-06,Food & Grocery,270,2,466.36,233.18,0,At Risk
CUST000565,Ashanti,M,41,2020-03-18,2024-03-09,Food & Grocery,298,2,282.1,141.05,0,At Risk
CUST000566,Western,F,36,2021-03-27,2024-07-26,Food & Grocery,159,3,1245.04,415.01,0,At Risk
CUST000575,Central,M,62,2020-04-18,2024-04-28,Stationery,248,2,1146.97,573.48,0,At Risk
CUST000577,Greater Accra,M,63,2022-01-15,2024-08-22,Home & Kitchen,132,2,190.72,95.36,0,At Risk
CUST000579,Ashanti,M,32,2022-02-04,2024-06-06,Stationery,209,3,1470.85,490.28,0,At Risk
CUST000581,Ashanti,F,51,2022-02-11,2023-12-13,Electronics,385,2,691.31,345.66,0,At Risk
CUST000589,Greater Accra,M,60,2023-05-10,2024-06-10,Food & Grocery,205,3,400.67,133.56,0,At Risk
CUST000590,Greater Accra,F,52,2022-10-02,2024-03-02,Home & Kitchen,305,2,684.56,342.28,0,At Risk
CUST000591,Greater Accra,F,29,2020-05-23,2024-03-30,Clothing,277,2,617.37,308.68,0,At Risk
CUST000594,Ashanti,M,45,2021-11-30,2024-10-15,Health & Beauty,78,6,908.9,151.48,0,At Risk
CUST000597,Western,F,62,2022-01-30,2024-05-06,Stationery,240,3,362.58,120.86,0,At Risk
CUST000599,Greater Accra,F,52,2021-05-07,2024-09-22,Food & Grocery,101,4,237.1,59.28,0,At Risk
CUST000605,Greater Accra,M,18,2023-09-10,2024-09-20,Stationery,103,2,1908.38,954.19,0,At Risk
CUST000609,Ashanti,F,44,2021-04-12,2024-08-04,Home & Kitchen,150,4,1024.27,256.07,0,At Risk
CUST000611,Greater Accra,F,39,2023-01-09,2024-07-28,Clothing,157,2,1660.98,830.49,0,At Risk
CUST000612,Eastern,M,24,2020-03-03,2024-04-26,Food & Grocery,250,3,1423.94,474.65,0,At Risk
CUST000614,Greater Accra,F,30,2021-03-15,2024-05-12,Food & Grocery,234,1,802.98,802.98,0,At Risk
CUST000615,Central,F,61,2020-05-15,2024-05-15,Home & Kitchen,231,2,2063.35,1031.68,0,At Risk
CUST000617,Greater Accra,F,32,2023-10-10,2024-04-14,Food & Grocery,262,1,920.57,920.57,0,At Risk
CUST000618,Greater Accra,M,29,2022-02-09,2024-07-13,Food & Grocery,172,2,962.16,481.08,0,At Risk
CUST000619,Eastern,M,58,2023-12-25,2024-03-01,Health & Beauty,306,1,301.02,301.02,0,At Risk
CUST000625,Western,M,38,2021-01-20,2024-04-15,Electronics,261,4,2112.44,528.11,0,At Risk
CUST000627,Ashanti,M,61,2022-07-01,2024-09-06,Home & Kitchen,117,3,627.91,209.3,0,At Risk
CUST000630,Greater Accra,F,54,2021-12-23,2024-09-25,Clothing,98,4,1433.45,358.36,0,At Risk
CUST000635,Greater Accra,M,44,2021-11-10,2024-05-01,Health & Beauty,245,3,1232.31,410.77,0,At Risk
CUST000642,Ashanti,F,34,2022-02-23,2024-04-25,Food & Grocery,251,2,835.07,417.54,0,At Risk
CUST000644,Ashanti,M,53,2022-08-28,2024-03-10,Electronics,297,2,550.19,275.1,0,At Risk
CUST000646,Central,M,18,2021-03-14,2024-04-30,Food & Grocery,246,4,1428.15,357.04,0,At Risk
CUST000652,Ashanti,M,60,2021-07-29,2024-09-26,Home & Kitchen,97,3,968.29,322.76,0,At Risk
CUST000653,Western,F,37,2020-12-28,2024-07-21,Stationery,164,1,1237.55,1237.55,0,At Risk
CUST000654,Eastern,F,61,2020-12-05,2024-04-20,Home & Kitchen,256,1,1013.67,1013.67,0,At Risk
CUST000662,Volta,F,29,2020-01-28,2024-10-21,Health & Beauty,72,4,1479.72,369.93,0,At Risk
CUST000663,Western,M,43,2020-09-25,2024-10-20,Home & Kitchen,73,6,266.07,44.34,0,At Risk
CUST000668,Greater Accra,M,20,2022-01-28,2024-08-05,Food & Grocery,149,3,557.49,185.83,0,At Risk
CUST000671,Greater Accra,F,38,2020-11-26,2024-01-30,Clothing,337,2,449.74,224.87,0,At Risk
CUST000672,Central,M,38,2022-12-04,2024-04-17,Food & Grocery,259,4,227.49,56.87,0,At Risk
CUST000675,Ashanti,M,58,2022-10-18,2024-09-11,Home & Kitchen,112,3,1259.66,419.89,0,At Risk
CUST000677,Greater Accra,F,19,2020-10-11,2024-03-20,Food & Grocery,287,2,886.21,443.1,0,At Risk
CUST000678,Ashanti,F,46,2023-07-01,2024-08-31,Stationery,123,3,850.27,283.42,0,At Risk
CUST000679,Volta,M,59,2020-03-08,2024-08-10,Home & Kitchen,144,3,2034.44,678.15,0,At Risk
CUST000680,Central,M,63,2021-08-16,2024-04-03,Electronics,273,1,577.97,577.97,0,At Risk
CUST000681,Eastern,M,18,2023-11-03,2024-07-19,Clothing,166,2,1522.99,761.5,0,At Risk
CUST000682,Greater Accra,F,59,2021-07-11,2024-05-20,Clothing,226,4,1892.93,473.23,0,At Risk
CUST000683,Greater Accra,F,25,2023-02-21,2024-05-27,Clothing,219,1,1330.59,1330.59,0,At Risk
CUST000685,Northern,F,62,2020-12-16,2024-06-18,Home & Kitchen,197,1,1184.27,1184.27,0,At Risk
CUST000690,Greater Accra,F,60,2020-07-09,2024-02-27,Home & Kitchen,309,1,500.13,500.13,0,At Risk
CUST000699,Greater Accra,M,30,2023-01-24,2024-03-26,Clothing,281,1,420.72,420.72,0,At Risk
CUST000701,Ashanti,F,24,2023-03-02,2024-04-14,Health & Beauty,262,1,968.18,968.18,0,At Risk
CUST000702,Greater Accra,F,37,2021-08-16,2024-09-11,Food & Grocery,112,2,594.91,297.46,0,At Risk
CUST000705,Greater Accra,F,53,2020-01-03,2024-10-30,Home & Kitchen,63,6,762.56,127.09,0,At Risk
CUST000710,Western,F,29,2022-03-22,2024-04-03,Home & Kitchen,273,2,287.28,143.64,0,At Risk
CUST000711,Eastern,M,19,2023-09-07,2024-03-16,Home & Kitchen,291,2,503.86,251.93,0,At Risk
CUST000727,Greater Accra,F,29,2023-11-22,2024-05-04,Electronics,242,4,1234.26,308.56,0,At Risk
CUST000731,Greater Accra,F,52,2021-04-11,2024-03-29,Health & Beauty,278,1,468.03,468.03,0,At Risk
CUST000733,Western,M,56,2021-12-22,2024-06-06,Food & Grocery,209,1,815.94,815.94,0,At Risk
CUST000735,Ashanti,M,64,2020-12-10,2024-09-18,Clothing,105,1,503.97,503.97,0,At Risk
CUST000741,Ashanti,F,64,2023-12-25,2024-06-17,Electronics,198,1,1303.0,1303.0,0,At Risk
CUST000744,Ashanti,M,21,2020-06-22,2024-09-16,Clothing,107,3,399.05,133.02,0,At Risk
CUST000748,Ashanti,M,34,2023-02-17,2024-09-02,Stationery,121,1,776.91,776.91,0,At Risk
CUST000752,Northern,M,19,2023-07-05,2024-08-31,Electronics,123,1,2056.36,2056.36,0,At Risk
CUST000755,Greater Accra,M,64,2021-12-25,2024-09-26,Clothing,97,4,1460.23,365.06,0,At Risk
CUST000756,Eastern,M,28,2021-02-20,2024-06-30,Stationery,185,3,2382.39,794.13,0,At Risk
CUST000762,Ashanti,F,50,2023-07-29,2024-06-29,Home & Kitchen,186,1,1878.03,1878.03,0,At Risk
CUST000776,Greater Accra,M,64,2023-04-18,2024-11-04,Clothing,58,4,152.99,38.25,0,At Risk
CUST000778,Eastern,M,59,2021-09-21,2024-11-11,Health & Beauty,51,11,663.71,60.34,0,At Risk
CUST000779,Eastern,F,58,2021-10-10,2024-04-20,Food & Grocery,256,1,493.89,493.89,0,At Risk
CUST000780,Western,M,44,2020-07-05,2024-03-07,Clothing,300,1,466.46,466.46,0,At Risk
CUST000785,Greater Accra,F,20,2021-08-01,2024-08-07,Home & Kitchen,147,3,1143.72,381.24,0,At Risk
CUST000793,Ashanti,M,19,2023-04-03,2024-04-22,Stationery,254,3,1420.41,473.47,0,At Risk
CUST000795,Greater Accra,F,20,2021-07-11,2024-05-27,Home & Kitchen,219,2,1082.3,541.15,0,At Risk
CUST000796,Central,F,43,2022-12-03,2024-01-27,Clothing,340,2,513.29,256.64,0,At Risk
CUST000807,Northern,M,37,2022-09-23,2024-04-12,Food & Grocery,264,2,2087.8,1043.9,0,At Risk
CUST000816,Ashanti,M,38,2021-03-19,2024-06-27,Home & Kitchen,188,3,572.72,190.91,0,At Risk
CUST000818,Ashanti,M,21,2021-11-02,2024-11-26,Food & Grocery,36,12,271.72,22.64,0,At Risk
CUST000824,Ashanti,M,61,2020-06-06,2024-04-12,Home & Kitchen,264,2,735.82,367.91,0,At Risk
CUST000826,Northern,F,25,2021-01-07,2024-08-31,Food & Grocery,123,1,1015.63,1015.63,0,At Risk
CUST000827,Ashanti,F,47,2022-11-02,2024-05-16,Health & Beauty,230,3,2385.62,795.21,0,At Risk
CUST000828,Ashanti,M,58,2023-05-13,2024-07-08,Home & Kitchen,177,3,549.47,183.16,0,At Risk
CUST000832,Ashanti,M,47,2021-04-07,2024-08-31,Electronics,123,2,1399.52,699.76,0,At Risk
CUST000842,Western,M,18,2023-01-30,2024-05-17,Clothing,229,3,1309.84,436.61,0,At Risk
CUST000844,Volta,M,35,2022-11-19,2024-04-17,Food & Grocery,259,3,1397.89,465.96,0,At Risk
CUST000845,Greater Accra,F,25,2021-01-11,2024-06-29,Food & Grocery,186,4,1297.02,324.26,0,At Risk
CUST000853,Greater Accra,F,23,2020-10-15,2024-11-08,Food & Grocery,54,10,565.42,56.54,0,At Risk
CUST000854,Central,M,22,2020-02-05,2024-03-31,Health & Beauty,276,2,578.07,289.04,0,At Risk
CUST000855,Greater Accra,M,29,2022-04-06,2024-01-23,Home & Kitchen,344,2,501.56,250.78,0,At Risk
CUST000856,Greater Accra,F,61,2023-05-06,2024-05-04,Health & Beauty,242,4,1433.49,358.37,0,At Risk
CUST000857,Greater Accra,M,59,2023-05-05,2024-10-26,Home & Kitchen,67,5,1161.96,232.39,0,At Risk
CUST000861,Eastern,M,34,2023-12-19,2024-08-13,Food & Grocery,141,3,1599.68,533.23,0,At Risk
CUST000864,Ashanti,M,23,2020-02-10,2024-08-20,Clothing,134,1,217.43,217.43,0,At Risk
CUST000866,Western,F,51,2023-07-09,2024-08-22,Clothing,132,4,1036.1,259.02,0,At Risk
CUST000868,Greater Accra,F,33,2023-12-07,2024-11-21,Electronics,41,5,1246.68,249.34,0,At Risk
CUST000877,Eastern,F,42,2023-01-25,2024-04-10,Home & Kitchen,266,2,1219.81,609.9,0,At Risk
CUST000881,Greater Accra,F,47,2020-07-01,2024-04-13,Stationery,263,3,1822.45,607.48,0,At Risk
CUST000891,Eastern,F,25,2020-06-28,2024-07-13,Home & Kitchen,172,3,1538.88,512.96,0,At Risk
CUST000894,Ashanti,M,33,2021-12-31,2024-01-24,Home & Kitchen,343,1,532.55,532.55,0,At Risk
CUST000898,Central,F,39,2021-03-28,2024-04-16,Stationery,260,3,1388.58,462.86,0,At Risk
CUST000899,Greater Accra,M,24,2022-02-15,2024-07-09,Home & Kitchen,176,1,2050.08,2050.08,0,At Risk
CUST000913,Western,F,27,2021-03-03,2024-10-17,Food & Grocery,76,6,143.92,23.99,0,At Risk
CUST000915,Western,M,32,2021-06-14,2024-06-02,Electronics,213,3,1233.37,411.12,0,At Risk
CUST000916,Ashanti,M,60,2021-09-23,2024-09-04,Clothing,119,2,1379.86,689.93,0,At Risk
CUST000919,Eastern,F,38,2023-08-17,2024-01-22,Home & Kitchen,345,2,528.7,264.35,0,At Risk
CUST000922,Ashanti,F,60,2021-08-01,2024-06-11,Stationery,204,4,607.6,151.9,0,At Risk
CUST000925,Ashanti,M,24,2022-04-27,2024-08-04,Clothing,150,2,664.15,332.08,0,At Risk
CUST000926,Greater Accra,M,41,2023-10-19,2024-09-29,Electronics,94,1,1803.22,1803.22,0,At Risk
CUST000927,Greater Accra,F,33,2021-01-15,2024-07-16,Home & Kitchen,169,2,1411.91,705.96,0,At Risk
CUST000929,Western,M,23,2022-11-30,2024-03-21,Home & Kitchen,286,2,588.43,294.21,0,At Risk
CUST000938,Northern,M,47,2022-04-03,2024-09-24,Health & Beauty,99,4,1614.66,403.66,0,At Risk
CUST000940,Western,M,21,2023-07-27,2024-05-28,Food & Grocery,218,2,912.47,456.24,0,At Risk
CUST000950,Western,M,42,2023-10-07,2024-07-04,Clothing,181,4,225.59,56.4,0,At Risk
